run_index,time_steps,avg_task_reduction,convergence_episode,total_training_time,avg_transmission_rate
1,231,0.07941654750279017,101,77.5760234375,1.540343911552326
2,153,0.11840356564989277,1999,1191.019,1.4782401420062403
3,188,0.09516872243678316,1999,1453.826375,1.154805590041933
4,187,0.09232903546828,1999,1483.53475,1.2931020393595762
5,188,0.09062771086997175,1999,1481.17875,1.0337733983042392
6,78,0.23292898520445213,1999,612.3790625,1.227050044438523
7,226,0.08074659161863074,160,112.701578125,1.4887803415149714
8,105,0.20048760913667224,1999,779.511125,1.237410343473866
9,125,0.1345030975341797,1999,963.8141875,1.212816358268261
10,152,0.11656288096779271,1999,1308.8005,1.0635850912188751
