run_index,time_steps,avg_task_reduction,convergence_episode,total_training_time,avg_transmission_rate
1,106,0.24726398225814577,1999,863.6755,1.4432388329789753
2,181,0.10970312107376187,1031,105.79428125,1.0909487750359446
3,171,0.108032601241666,51,79.091046875,1.2862395273219228
4,240,0.19614363098144531,71,72.924390625,1.1921129805147648
5,108,0.20614132821559906,1409,786.940875,1.0515472538257018
6,155,0.20647787306043838,1579,1096.285125,1.1595505992571514
7,199,0.1505354389816365,112,79.0037265625,1.008281944936546
8,192,0.15040998402208384,71,109.6068671875,0.823910904402781
9,159,0.15947143171086657,71,75.4816875,1.297207093605117
10,109,0.2011377459614217,1999,951.044875,1.096456090191833
