run_index,time_steps,avg_task_reduction,convergence_episode,total_training_time,avg_transmission_rate
1,122,0.09902489771608447,1999,912.2345,1.6372566928506875
2,136,0.1016535057741053,1999,1061.955625,1.391946386436329
3,111,0.11346718212505719,1999,862.0524375,2.0645207406969757
4,58,0.21381973398142848,1999,543.1145,1.5730271890502552
5,99,0.12753962507151595,1999,821.883,1.1930400642632233
6,114,0.10074652286998012,1999,955.2995,1.6406277318795521
7,99,0.12084700844504616,1999,758.77425,1.528629637201025
8,69,0.14539626024771427,1999,526.71275,2.3262486407074374
9,120,0.09282658894856771,1999,953.540625,1.3400418737592796
10,188,0.06928709720043426,1999,1897.706,1.1145115468472717
