run_index,time_steps,avg_task_reduction,convergence_episode,total_training_time,avg_transmission_rate
1,83,0.07553166653736527,1999,735.6935,1.618672415434596
2,104,0.05616460396693303,1999,812.091625,0.9913599845021963
3,153,0.03752642363504646,1999,1223.857625,2.3178054187812056
4,66,0.08767104871345288,1999,479.0744375,2.119017968800935
5,64,0.08818058669567108,1999,461.38984375,2.118024810682982
6,186,0.02955136247860488,1999,1519.368625,1.8934258609128896
7,98,0.06844518622573541,1999,23520.73,2.3233402068821754
8,314,0.016419106987631243,1999,2389.861,2.207240724034465
9,343,0.020891767896646662,1999,2680.1905,2.24107586005947
10,27,0.24216500035038702,1999,203.26578125,2.029624711584162
